User,Text,Creation_Date,SCNLP_MC_Very_Negative,SCNLP_MC_Negative,SCNLP_MC_Neutral,SCNLP_MC_Positive,SCNLP_MC_Very_Positive,TB_MC_Polarity,TB_MC_Subjectivity,VD_MC_Positive,VD_MC_Compound,VD_MC_Neutral,VD_MC_Negative
Neet2015,Radico Khaitan::: All parameters are right with Radico. Radico would post great quarterly results as they has 500 crore extra and exceptional raw material in their kitty,2019-06-10 11:35:00,0.01756062090203,0.059609642711309994,0.17465213685684,0.61725547501645,0.13092212451338,0.3043223443223443,0.5694505494505495,0.136,0.6249,0.8640000000000001,0.0
kumarvibes,Buy after result only after july wait let it settle and stable then only buy till don`t buy .,2019-06-10 11:32:00,0.09576255299210001,0.6320121802511899,0.25253552047457,0.01654533544158,0.00314441084056,0.0,1.0,0.115,0.29600000000000004,0.885,0.0
alchak1000,"Buy buy buy buy buy Yes Bank for target 145,162 ,175 before June expiry",2019-06-10 11:30:00,0.06171218504632,0.60604637955696,0.31777485525869,0.01066262184754,0.0038039582904899998,0.0,0.0,0.172,0.4019,0.828,0.0
Vinni1985,has anyone got the dividend? The amount is still not credited to my account.,2019-06-10 11:28:00,0.02811544254028,0.18866993269132998,0.53027144357514,0.22656592567788,0.026377255515370002,0.0,0.0,0.0,-0.2755,0.86,0.14
Ashok1051,I say do not sell yes. wait and wait u won`t loose but make heavy profit. Because Gill is super man and having capability of climbing the high hill. Now let all of us start meditation,2019-06-10 11:25:00,0.020227013023990003,0.16383990982444,0.68314020347073,0.12080142032896,0.01199145335189,0.054102564102564095,0.4939743589743589,0.217,0.8369,0.706,0.077
somapyne1986,share investment in nifty 100 shares at 10 6.8 sell and buy levels,2019-06-10 11:24:00,0.02375797882729,0.07969746960634,0.11932196786805001,0.64069270491641,0.13652987878189998,0.0,0.0,0.415,0.7269,0.585,0.0
Nice_Day,Squareoff one hour waited 1% profit in stock result anounced may be down later intra day,2019-06-10 10:22:00,0.04335964590381,0.34503600148963,0.51019142512199,0.08420843700028999,0.01720449048428,-0.07777777777777779,0.14444444444444446,0.162,0.4404,0.838,0.0
sbindustriespvtltd,To get my a new xs cfgv bhb njkm ghjnn,2019-06-10 10:22:00,0.07752259892717,0.62781361660569,0.25119303990339,0.03563742613111,0.00783331843265,0.13636363636363635,0.4545454545454545,0.0,0.0,1.0,0.0
noviceinvestorme,Squareoff one hour waited 1% profit in stock result anounced may be down later intra day,2019-06-10 10:22:00,0.04335964590381,0.34503600148963,0.51019142512199,0.08420843700028999,0.01720449048428,-0.07777777777777779,0.14444444444444446,0.162,0.4404,0.838,0.0
Shahid1,What`s the logic? Pls dont give misleading directions to trap poor investors..,2019-06-10 10:21:00,0.02029642828728,0.35086634099049,0.5998589130741,0.02621296948113,0.0027653481669899995,-0.4,0.6,0.21,-0.4295,0.472,0.318
sunnyasr,What`s the logic? Pls dont give misleading directions to trap poor investors..,2019-06-10 10:21:00,0.02029642828728,0.35086634099049,0.5998589130741,0.02621296948113,0.0027653481669899995,-0.4,0.6,0.21,-0.4295,0.472,0.318
Lensman19,Start accumulation from current levels .... add more in dips ..........,2019-06-10 10:20:00,0.13520431376668,0.61422290921025,0.17412975799987,0.05143350617722,0.02500951284598,0.25,0.45,0.0,0.0,1.0,0.0
Radhe_m,Start accumulation from current levels .... add more in dips ..........,2019-06-10 10:20:00,0.13520431376668,0.61422290921025,0.17412975799987,0.05143350617722,0.02500951284598,0.25,0.45,0.0,0.0,1.0,0.0
Radhe_m,yes bank share holders look at all week hands out and strong hands come in fund raising and many more good news coming soon . This exipery share price will go rs 165,2019-06-10 10:20:00,0.01436922573706,0.05266364434829,0.28739578890052003,0.57298375926105,0.07258758175308,0.5333333333333333,0.5833333333333334,0.335,0.9117,0.665,0.0
intradaysupercalls,yes bank share holders look at all week hands out and strong hands come in fund raising and many more good news coming soon . This exipery share price will go rs 165,2019-06-10 10:20:00,0.01436922573706,0.052663644348290004,0.28739578890052003,0.57298375926105,0.07258758175308,0.5333333333333333,0.5833333333333334,0.335,0.9117,0.665,0.0
Lensman19,yes bank is a direct beneficiary of the 30 day rule by rbi...they have also gone to rbi to approve stake sale to pe which means pe funds have been roped in and now its just a formality to get the approval. all bad news and maybe more has be... ,2019-06-10 10:14:00,0.30313651289611,0.53577963559357,0.14232673301901005,0.01008690546545,0.008670213025860001,-0.033333333333333284,0.5222222222222223,0.158,0.6597,0.78,0.062
sharp123,yes bank is a direct beneficiary of the 30 day rule by rbi...they have also gone to rbi to approve stake sale to pe which means pe funds have been roped in and now its just a formality to get the approval. all bad news and maybe more has be... ,2019-06-10 10:14:00,0.30313651289611,0.53577963559357,0.14232673301901005,0.01008690546545,0.008670213025860001,-0.033333333333333284,0.5222222222222223,0.158,0.6597,0.78,0.062
hshah1981,weak hands will be handed down to strong hands. 200 target in a year let`s wait and watch the game.,2019-06-10 10:13:00,0.19605745059872,0.61661017674707,0.15435433929712,0.02086175301255,0.01211628034455,-0.12430555555555554,0.5118055555555555,0.142,0.1027,0.733,0.125
blogist,His previous parent Deutsche Bank`s previous head Anshu Jain skimmed billions in tax refund fraud scheme by exploiting a loophole in Dividend rules where two parties simultenously were shown as Cum and Ex Dividend. Scam known as Cum-Ex Frau... ,2019-06-10 10:13:00,0.26360109290944,0.59045574197885,0.13115551658597,0.00784114732916,0.006946501196589999,-0.16666666666666666,0.16666666666666666,0.057,-0.8271,0.722,0.221
blogist,weak hands will be handed down to strong hands. 200 target in a year let`s wait and watch the game.,2019-06-10 10:13:00,0.19605745059872,0.61661017674707,0.15435433929712,0.02086175301255,0.01211628034455,-0.12430555555555554,0.5118055555555555,0.142,0.1027,0.733,0.125
sharp123,His previous parent Deutsche Bank`s previous head Anshu Jain skimmed billions in tax refund fraud scheme by exploiting a loophole in Dividend rules where two parties simultenously were shown as Cum and Ex Dividend. Scam known as Cum-Ex Frau... ,2019-06-10 10:13:00,0.26360109290944,0.59045574197885,0.13115551658597,0.00784114732916,0.006946501196589999,-0.16666666666666666,0.16666666666666666,0.057,-0.8271,0.722,0.221
hshah1981,anytime soon it will be above 150 just have patience,2019-06-10 10:12:00,0.04257981604156,0.22950092556667998,0.20512092227408,0.44816617518555,0.07463216093214,0.0,0.1,0.0,0.0,1.0,0.0
dihama,anytime soon it will be above 150 just have patience,2019-06-10 10:12:00,0.04257981604156,0.22950092556668,0.20512092227408,0.44816617518555,0.07463216093214,0.0,0.1,0.0,0.0,1.0,0.0
srinienterprises,"those who moved from yes bank they r lucky, soon hot knife on butter",2019-06-10 10:09:00,0.00470492509971,0.03096219265782,0.7242440022335501,0.22809518352432,0.01199369648459,0.29166666666666663,0.8416666666666668,0.333,0.6705,0.667,0.0
dihama,"those who moved from yes bank they r lucky, soon hot knife on butter",2019-06-10 10:09:00,0.00470492509971,0.03096219265782,0.7242440022335501,0.22809518352432,0.01199369648459,0.29166666666666663,0.8416666666666668,0.333,0.6705,0.667,0.0
srinienterprises,"suggested to sell yes bank from 143 , till now 141",2019-06-10 10:08:00,0.012191179277030001,0.08765924013325999,0.7095586991794901,0.17476814835848994,0.015822733051729997,0.0,0.0,0.463,0.7845,0.537,0.0
gp123,by 150 target dhfl positive news help to build positiv,2019-06-10 09:28:00,0.03656811130694,0.16796245212345,0.33149155409882003,0.39967393564232,0.06430394682847,0.2272727272727273,0.5454545454545454,0.441,0.743,0.5589999999999999,0.0
Egm,I am sure Yes Bank will not fall below 140.,2019-06-06 14:46:00,0.18499614265799,0.63181706618058,0.1496504282866,0.02387330971673,0.00966305315811,0.5,0.8888888888888888,0.417,0.6124,0.583,0.0
dache,They are like our politicians and justify by saying they are just following the wind.,2019-06-06 14:46:00,0.09865024010038,0.53479589523035,0.26234922563678,0.07979133018845,0.02441330884404,0.0,0.1,0.152,0.3612,0.848,0.0
Vaibhav119,03-JUNE-19 to 07-JUNE-19 -- YESBANK sell If it breaks the price of 140 during this week..,2019-06-06 14:44:00,0.15794590984726,0.6088549006063001,0.17568631933535994,0.036096616584489996,0.02141625362659,0.0,0.0,0.0,0.0,1.0,0.0
dihama,unnecessary market is going down..we need to wait for 2-3 session for a good jump,2019-06-06 14:42:00,0.17547832769975,0.7130717525213199,0.10053092782588001,0.0060737531701400005,0.00484523878292,0.14999999999999994,0.75,0.182,0.4404,0.818,0.0
dihama,They both do just guess work based on Market direction... all the stocks are falling today and they will recover soon when market recovers,2019-06-06 14:39:00,0.06058976129513,0.42207130634553996,0.3952441540351099,0.10157624685891999,0.0205185314653,0.0,0.0,0.0,-0.1531,0.935,0.065
shirin36,R Bansal is most bearish with a target of 95 on Yes Bank based on fall in Book Value. K Saraogi is more circumspect. Aashu Madaan says it can fall if whole market goes down.,2019-06-06 14:38:00,0.17017844079487,0.6337996090029301,0.14619002086999,0.0324296466032,0.01740228272902,0.2611111111111111,0.4222222222222222,0.145,0.6249,0.855,0.0
senseprevails,buy soon at cmp market recovery possible today endo of the day 150rs.,2019-06-06 14:37:00,0.056015481776800005,0.33841305752265,0.45000856362937,0.13159887711954,0.02396401995165,0.0,1.0,0.0,0.0,1.0,0.0
Varunupadhyay,"ual cash for investing in shares, commodities, mutual funds, or fixed deposits. You can use your Rs 1 crore virtual cash to buy and sell shares listed on BSE. You cannot short sell in the cash market",2019-06-06 14:37:00,0.23212637014384999,0.64407402111672,0.10846085472885003,0.008260343944660001,0.0070784100659200015,0.05,0.25,0.115,0.5267,0.885,0.0
dihama,"Creating panic among the retail investors...When nifty comes down, it falls heavily whereas no movement is observed when nifty climbs. Worst stock in hand...",2019-06-06 14:36:00,0.21895264060122002,0.60461955349789,0.14024159879085002,0.019621184306409998,0.01656502280363,-0.4518518518518519,0.5962962962962963,0.21600000000000005,-0.4588,0.511,0.273
Chintzzzz,Yesbank immediate target 150-152-155 grab @CMP..... Great valuation and accumulation happening at between 143-144 range.... Just hold... Congrats.,2019-06-06 14:33:00,0.08612055044877,0.41712401348628,0.33670626988252,0.12248270823983001,0.037566457942599996,0.8,0.75,0.319,0.8176,0.6809999999999999,0.0
Egm,Don`t worry they have placed Fake Sell Orders it`s a game by operators! Intraday traders can buy and book for target levels of 150 above by EOD.,2019-06-06 11:28:00,0.052505655623910005,0.4220876918605,0.45819526008631,0.05706775290712,0.01014363952216,-0.3333333333333333,0.5,0.0,-0.7424,0.792,0.208
dache,best to buy around 130-135 which is short term support zone.,2019-06-06 11:28:00,0.031245355802930006,0.07764449283517,0.25625758620422,0.47834936892673,0.15650319623094,0.5,0.3,0.434,0.7845,0.5660000000000001,0.0
Kingzo,"Did you watch the morning show on Banks DHFL exposure on Zee Business today? Thats where I got the figure from. As for the setting funds (provisions) aside for it goes, its good but that means next 2 quarters are painful. Meanwhile stock ca... ",2019-06-06 11:26:00,0.01823500050239,0.37859359423847,0.5887579072910699,0.01295870253603,0.00145479543204,0.0,0.5,0.043,-0.4404,0.873,0.084
connect_MM,"Two digit near term, such manipulate stock is slow poison, goes high and trap retail investors and suddenly come down, this is recommended by spt and icici sec,",2019-06-06 11:26:00,0.14971071256805,0.50495286439121,0.33352835814006,0.00811185538505,0.00369620951563,-0.04222222222222223,0.4612698412698412,0.055,-0.6124,0.767,0.17800000000000002
shivamsurve,remember before Bazar on dhfl exposure in yes bank,2019-06-06 11:25:00,0.04096636272531,0.3329787730384001,0.47755247555025,0.13049071264483,0.01801167604122,0.0,0.0,0.252,0.4019,0.748,0.0
anantpatil,if rate cut happens then Yes Bank will cross 160 today.,2019-06-06 11:22:00,0.04276095615109,0.29202247088142,0.39889774315569,0.23414117467497,0.03217765513683,0.0,0.0,0.196,0.1531,0.652,0.152
joshi21,I have a good feeling about yes Bank due to my past investment,2019-06-06 11:20:00,0.01010359265584,0.03061570243153,0.12563466153469,0.7008739858642999,0.13277205751363,0.10833333333333332,0.4083333333333334,0.47,0.7269,0.53,0.0
PravinJHK,Panic gives opportunity. You operators are big fraud. I was telling why it is moving up. hence prooved. we were looking for opportunity. give us more.,2019-06-06 11:15:00,0.017933344261400003,0.08697479417708,0.35830995819724,0.48086874342376,0.055913159940519985,0.25,0.3,0.166,-0.3612,0.623,0.211
Babagog3,"sell, sell sell, sell, going down down down down. !!!!",2019-06-06 11:15:00,0.12390668956303,0.41862009891729,0.2267465714144,0.16434173813745,0.06638490196783,-0.2116102430555556,0.2888888888888889,0.0,0.0,1.0,0.0
Rambo_wilson,yes bank will move upwards suddenly today and cross 159,2019-06-06 11:11:00,0.00224401917349,0.0070744460527,0.28921230304167,0.66454213689518,0.03692709483695,0.0,0.25,0.231,0.4019,0.769,0.0
falgunishah79,buy or accumulate as it will again go to upper side...so enjoy,2019-06-06 02:14:00,0.040519360074,0.12568111866441,0.19889791510109,0.50217823614123,0.13272337001928,0.2,0.25,0.225,0.4939,0.775,0.0
alchak1000,Yes Bank is range bound between 143 and 155 for last few weeks with 143 as strong support. It should hence breakout above 155 in near term with target of 160,2019-06-06 02:13:00,0.061549655316080004,0.18795241518485997,0.25729912214289,0.36929566053139,0.12390314682477001,0.06666666666666665,0.28,0.397,0.9524,0.603,0.0
I-Man,heavy selling going on. not sure why. looks like yes Bank is in a downward trend,2019-06-06 02:11:00,0.03200113578719,0.28733164551957,0.6163502110951501,0.058517403341370004,0.00579960425672,-0.225,0.6944444444444444,0.271,0.5003,0.626,0.102
kavan1,closing below 146.43 means down side open may test sub 140 levels 😂😊😀😂😱,2019-06-06 02:08:00,0.26965154261707003,0.5936068311085,0.11838090449964,0.00876741012669,0.0095933116481,-0.07777777777777779,0.3944444444444445,0.0,0.0,1.0,0.0
SunnyJohny,I do what i do and will do what i want to do,2019-06-06 02:05:00,0.00395892411229,0.02103837130943,0.53679786269715,0.41686011045648,0.021344731424659997,0.0,0.0,0.126,0.0772,0.8740000000000001,0.0
Sunboyz,Yes appx 4300 Cr that s why down but nothing to worry for long term.,2019-06-06 02:05:00,0.21911585573935002,0.5556696280159,0.18234297634878,0.02561490437219,0.01725663552378,-0.1027777777777778,0.34444444444444444,0.292,0.6071,0.708,0.0
blz,"Here are the key takeaways from the policy meet:

- The MPC unanimously votes 6-0 for a rate cut, the second since its inception in October 2016

- The RBI has changed its policy stance to accommodative from neutral. This means it sees ... ",2019-06-06 02:05:00,0.10778792810663,0.63657599998992,0.23831093928390001,0.01222238146571,0.00510275115384,0.0,0.5,0.0,-0.2732,0.95,0.05
ped,Fish and chips and salsa dancing with your headphones and lots more,2019-06-06 02:03:00,0.057733620179339994,0.33621173642934005,0.39538188382962,0.17322366532148994,0.0374490942402,0.5,0.5,0.0,0.0,1.0,0.0
TripleThreat,"Guys market is bleeding, that`s y yes is down, see bank nifty, Indusind I`d down 6 percent, Yes is keeping 145.Dont talk senseless by giving 60 targets.",2019-06-06 02:02:00,0.42289434507278,0.40861711890756,0.14752293701078,0.008513706330520001,0.012451892678370002,-0.1555555555555556,0.2888888888888889,0.333,0.8591,0.667,0.0
harsha.rajy,Does anyone know if Yes Bank has exposure to DHFL?,2019-06-06 02:01:00,0.04441414385043,0.6722187332018,0.27057715091097,0.01064812872497,0.0021418433118300002,0.0,0.0,0.231,0.4019,0.769,0.0
veerabadhara,BEING EFFECTIVE DATE FOR DIVIDEND ......FROM TOMMORROW THE DESEND WILL CONTINUE.......FRANKLY EVEN THE ICU IS NOT THE RIGHT PLACE FOR YB.............................,2019-06-03 10:00:00,0.33269673338544,0.53228855027113,0.12323970692427,0.00462930085919,0.00714570855997,0.4428571428571429,0.6678571428571429,0.134,0.4767,0.866,0.0
Dharan29,Bank nifty panic selling came on friday reason not non known however it recovered sharply yes bank was not recovered short covering in yees bank can be seen today,2019-06-03 09:59:00,0.09698147513128,0.50180333956508,0.23267697909456,0.13085120940512,0.037686996803959996,-0.0625,0.525,0.156,0.2732,0.7490000000000001,0.095
Warren_Buffet_team,"Intraday call....
sell yes bank on cmp. target 139.",2019-06-03 09:58:00,0.03192034176375,0.18867759767935,0.4919976946974,0.24907506095412998,0.03832930490537,0.0,0.0,0.252,0.4019,0.748,0.0
LATEST GOODNEWS,hey what is record date and payout date yes bank divdent,2019-06-03 09:58:00,0.01834977816367,0.1455135173777,0.51162810066994,0.29659964465766,0.027908959131029996,0.0,0.0,0.213,0.4019,0.787,0.0
antony2084,"Today`s tgt 148 over down trend will go on to 138,135",2019-06-03 09:54:00,0.10521743229891001,0.5652675077495799,0.29429923814989,0.0244506199637,0.01076520183792,-0.1555555555555556,0.2888888888888889,0.0,0.0,1.0,0.0
basant60,i can see there is change in trend in tHis stock...negative sentiments slowly turning and investors started accumulating ...,2019-06-03 09:53:00,0.13984883019989,0.4770699854725301,0.31948931660088,0.04333161616569,0.02026025156101,-0.30000000000000004,0.4,0.0,0.0,1.0,0.0
BPTstockscall,Till budget it would move higher and after that it will rock...as government is focusing on bank.buy now or you may regret later.,2019-06-03 09:50:00,0.12916319991516,0.6503991108791,0.20728283047637,0.00901117939256,0.00414367933681,0.125,0.25,0.0,-0.4215,0.887,0.113
vel_1234,At what tym dividend wil b credited to our account?? any idea guys,2019-06-03 09:49:00,0.05701910900517,0.45390980127826,0.36755531935790003,0.10405924927077001,0.01745652108789,0.0,0.0,0.206,0.4329,0.794,0.0
JAG2153,it is already growing bro......buy no one will get opportunity next tym at this level.,2019-06-03 09:47:00,0.25728540577481,0.59938074419978,0.12134988727653999,0.0108366965334,0.01114726621547,0.0,0.0,0.241,0.3182,0.642,0.118
yashu7006,do not enter this stock.... just wait for 144..then u can enter,2019-06-03 09:46:00,0.06470871379293,0.55857123474853,0.32438461571175004,0.04644478469891,0.00589065104788,0.0,0.0,0.0,0.0,1.0,0.0
Noah Jackman,Expecting 300 in July after Q1 result. Buy on dip for 100% profit in 2-3 months.,2019-06-02 10:49:00,0.05832821326171,0.39629464696296995,0.41570880972828,0.10932782724544,0.020340502801599998,0.0,0.0,0.162,0.4404,0.838,0.0
Sen800,Strong recommend Buy HOCL target 28 30 EPS increase great move,2019-06-02 10:30:00,0.028153919135449998,0.06323512095556999,0.07721178884648,0.61799090805896,0.21340826300354,0.6166666666666667,0.7416666666666667,0.635,0.9042,0.365,0.0
seahorse777,"Nifty and Bank index to correct soon. All set to trade @ 130, Short it. and Enter @ 130. follow for updates",2019-06-02 10:24:00,0.04750377906753,0.28227399930209995,0.52235758292058,0.12612427902941,0.021740359680380003,0.0,0.3,0.124,0.4019,0.8759999999999999,0.0
profitableguy,This is a good moment for the entire Share Trading personalities for better harmony in which to prosper and be Lucky better than ever before but you all shall have to maintain on this state of affairs. Try to ask help from some one who is c... ,2019-06-02 09:54:00,0.03934597471032,0.12916569881577,0.38449500666221,0.35527236875629997,0.09172095105541,0.4066666666666666,0.6116666666666667,0.274,0.8945,0.726,0.0
wonderwala,"Operators have front loaded with 12 cr. rollover in Futures in the last week. That can not be for just rs.10 down side profit. So with RBI meet on 6th, AGM on 12th and new Parliament Session starting on 17th, lot of positive news flow can b... ",2019-06-02 09:46:00,0.03900005052853,0.24885106415951996,0.49315041934509,0.18676331244720001,0.032235153519660005,0.04161616161616162,0.2911111111111111,0.126,0.7579,0.8740000000000001,0.0
RnD_Stock,super surprise waiting on tmrw so be ready for earn profit again like today for excellent earning.. with NEHA013 on google or Telegram !!,2019-06-02 09:30:00,0.11725553990235,0.3653160232645901,0.19196893476892002,0.22544294291217998,0.10001655915197,0.5111111111111111,0.7222222222222222,0.506,0.9549,0.494,0.0
csk_stock,it is 2 rupees per share of yes bank that you hold,2019-06-02 09:05:00,0.01637395236829,0.05680237341698,0.14667864315010998,0.6751830872028198,0.10496194386180001,0.0,0.0,0.353,0.5994,0.647,0.0
Harris_Malaysia,hello sirs dividend is 2rupees or 10 rupees... give exact information please...,2019-06-02 09:02:00,0.06494723758718,0.52402359760465,0.35070247294588996,0.04990640054106,0.010420291321229999,0.25,0.25,0.0,0.0,1.0,0.0
rdonikel,"You have Rs 1 crore virtual cash for investing in shares, commodities, mutual funds, or fixed deposits.",2019-06-01 03:59:00,0.18131406290277,0.61374957448035,0.17637149978079994,0.020268431936330003,0.00829643089976,0.1,0.2,0.128,0.29600000000000004,0.872,0.0
sur68,Monday blood bath in all counter due to GDP only avoid otherwise face lose,2019-06-01 03:55:00,0.11546616181749005,0.50270896954366,0.33556891548586,0.031923317180540006,0.01433263597245,-0.0625,0.6875,0.0,-0.5994,0.71,0.29
Jash1212,below 120 it will not go.major resistance there.my target for 6 months is 230,2019-06-01 02:51:00,0.14142728982016,0.62658657722823,0.18888617024087,0.028091342120810003,0.01500862058992,0.0,0.0,0.0,0.0,1.0,0.0
anishprasad,"it will move sideways, it will only move up after capital raising and next quarter results. if it will on good side it will zoom like rocket.",2019-06-01 02:50:00,0.058517734929169986,0.3623077078363099,0.240335591996,0.29058084173993,0.04825812349859,0.2333333333333333,0.5333333333333333,0.17800000000000002,0.6597,0.8220000000000001,0.0
sachin4041,news in everyday news paper this is going big in future,2019-06-01 02:39:00,0.02377715662818,0.18478360638301,0.46004849323646,0.30755984322327,0.02383090052908,-0.06666666666666668,0.275,0.0,0.0,1.0,0.0
ankur mak,Very much understood and any one who are investing will know that basics. Almost every day 10 to 15 people are already posting it.,2019-06-01 02:16:00,0.10764223156466,0.45282754915054,0.18294032463366008,0.19912564368374,0.0574642509674,0.26,0.26,0.0,0.0,1.0,0.0
sachin4041,it looks manipulate agency from 70 get unhappy on new FM,2019-06-01 02:16:00,0.06061654774008,0.53267378865424,0.38041639701064,0.02105677185679,0.00523649473825,-0.2318181818181818,0.6772727272727272,0.0,-0.4215,0.7809999999999999,0.219
shailesh_teredesai,will gain if this stock goes up in he future,2019-06-01 02:16:00,0.01595873817925,0.14549183711897,0.6182481815772299,0.20623345996507,0.01406778315948,0.0,0.125,0.274,0.5267,0.726,0.0
Freddy12,Did you have any shame on posting such targets. Really did you have any shame. Tell your masters. They will beg on everyforum. each and every forums. We are busy in making plans.,2019-06-01 02:15:00,0.12204131448582,0.59707734420894,0.25588684586925,0.02005469748615,0.00493979794983,0.10000000000000002,0.3333333333333333,0.0,-0.7351,0.833,0.16699999999999998
Anurag1079,six months after the price is go below 75.. sell sell..otherwise big loss...,2019-06-01 02:05:00,0.08575567719564997,0.65465227497,0.22695404495656,0.02535115947426,0.007286843403520002,0.0,0.1,0.0,0.0,1.0,0.0
abhixd,well.it has crossed the strong resistance of 155. now it`s time to move towards 160. slow and steady wins the race..,2019-05-30 12:11:00,0.01393369804731,0.0409938674504,0.21779050599367,0.57915683293419,0.14812509557443,0.14999999999999994,0.4583333333333333,0.269,0.7906,0.731,0.0
yashu7006,300 by October wait and watch. good stock to buy now,2019-05-30 12:11:00,0.11795568090672,0.42242178141705,0.16423076154108,0.21595730779735997,0.07943446833779,0.7,0.6000000000000001,0.225,0.4404,0.775,0.0
shob6591,Heading towards 160. It`s an oath day. Have a great day ahead folks.,2019-05-30 12:11:00,0.02965113552728,0.18714585643428008,0.5784818427875699,0.18006743851379994,0.02465372673706,0.8,0.75,0.272,0.6249,0.728,0.0
joker7,"wait Yes Bank to touch 175 again in next 1 week.
it will come down to 130-40 soon after that.",2019-05-30 12:09:00,0.11314325953445001,0.49314092923074,0.21618374424702,0.13011013215666,0.047421934831130004,-0.07777777777777779,0.14444444444444446,0.13,0.4019,0.87,0.0
mktbhai,hope whatever you say will be done . 160 is my purchase price . I will be exit if 160 comes,2019-05-30 12:06:00,0.01166980559888,0.07089464720987,0.60415901949524,0.28650168583104,0.02677484186497,0.0,0.0,0.146,0.4404,0.8540000000000001,0.0
Camus,It`s price is now corrected and it`s ready to fly,2019-05-30 12:03:00,0.0772213470582,0.47995813102449,0.27171072860004997,0.13953256658510002,0.03157722673215,0.5,0.7,0.217,0.3612,0.7829999999999999,0.0
amirak4574,after few minutes it will touch 158 to 160. ....,2019-05-30 12:02:00,0.01871137706707,0.09278298345969001,0.29057888740327,0.5481355609441,0.04979119112587999,-0.2,0.1,0.0,0.0,1.0,0.0
heeku,Selling because there will be an increase 156.55 from 157.25,2019-05-30 12:02:00,0.0417361918999,0.27536817843473,0.41079813045321,0.23430731969410998,0.03779017951805,0.0,0.0,0.204,0.3182,0.7959999999999999,0.0
Trendz4u,buy buy .. today`s target 162 today. ten ten ten words,2019-05-30 12:02:00,0.01376676590028,0.10766496636247,0.7948454760336701,0.07730914704287,0.006413644660709999,0.0,0.0,0.0,0.0,1.0,0.0
Jerry Joseph,This stock is bought because it will be growing from154 to 158,2019-05-30 12:00:00,0.02295460471432,0.19082012316960997,0.5595778411026701,0.21264680280679002,0.01400062820662,0.0,0.0,0.134,0.1779,0.866,0.0
Rambo_wilson,welcome to stock market... just a few days back we had naysayers all over the place writing obituaries.... I had mentioned it is just a ploy to apprehend gullible investors and accumulate this treasure.... now that their stomachs are full t... ,2019-05-29 12:32:00,0.13001666191011,0.58936985139432,0.20967892596936,0.05413758728423,0.01679697344199,0.2375,0.3875,0.07200000000000001,0.128,0.867,0.06
subian,"Everytime, when the stock has to give a sharp rise, to acquire in delivery, they use the route of in the money options.",2019-05-29 12:28:00,0.05308916406028,0.36885690021095,0.32700706479893,0.21696808196798,0.03407878896185,-0.125,0.75,0.0,0.0,1.0,0.0
follower1234,"dhfl dhfl buy buy buy 2day hold 
💰💰💰💰💰💰💰💰💰💰💰💰💰💰 don`t wst your time and money",2019-05-29 12:26:00,0.29619715729562,0.57175522366441,0.11272440610615,0.00831984717102,0.0110033657628,0.0,0.0,0.0,0.0,1.0,0.0
prasanta21,New drama for in the money by operators. When stock has to rock they first bring the in the money formulae,2019-05-29 12:21:00,0.032897272772200004,0.24285771813809,0.55318486984536,0.15341660789276,0.01764353135159,0.19318181818181807,0.3939393939393939,0.0,0.0,1.0,0.0
jiana,hope it will move upside up to 160 . 155 is strong support if it cross sharp move up to 160 .,2019-05-29 12:21:00,0.00735580588704,0.02692703661676,0.43720294967998,0.4649679473198901,0.06354626049633,0.10277777777777776,0.4944444444444445,0.344,0.836,0.6559999999999999,0.0
prasanta21,This share is undervalued . Have huge potential..can post good results in next quater,2019-05-29 12:18:00,0.028727421060740006,0.11552290566633,0.34433355900475004,0.43546388429918,0.07595222996899001,0.3666666666666667,0.5,0.425,0.7506,0.575,0.0
amirak4574,strong hurdle at 152 need to remain above to touch 172 in next 1 or 2 days,2019-05-29 12:17:00,0.01202102257399,0.03883895095455,0.11142307545769,0.70753655646247,0.1301803945513,0.14444444444444446,0.2777777777777777,0.191,0.5106,0.809,0.0
Madhav02,Seems the labour pain is over now start the celebration process soon!!!!,2019-05-29 12:12:00,0.0878780747051,0.6999886737868101,0.18674486217843,0.01976898243075,0.005619406898899999,0.0,0.0,0.0,-0.6671,0.711,0.289
ankurthegreat,not going down looking very strong what to do buy????,2019-05-29 12:12:00,0.07831084977547,0.53660399407739,0.17565556999323995,0.18533638554952,0.024093200604380003,0.2038888888888889,0.6211111111111111,0.336,0.6759999999999999,0.664,0.0
prasanta21,"subhro 7788@ you are hiding your all old messeges of yes bank , i just check it. you are such a ...",2019-05-29 12:08:00,0.14452078843289,0.49426400498331,0.17198266462105,0.13060068758559,0.058631854377160016,0.05,0.35,0.123,0.128,0.7759999999999999,0.1
vadakkethody,Probably waiting for AGM in which decisions taken or to be taken and action points will be put forward to the shareholders. Based on which big movement will happen. Thanks,2019-05-29 02:38:00,0.13218212821373,0.5520778214529201,0.26119331889927,0.03821723443136,0.01632949700272,0.10000000000000002,0.13333333333333333,0.091,0.4404,0.909,0.0
dihama,"sell sell yes bank today 150 com.. 
soo careful it is",2019-05-29 02:37:00,0.029477624004339998,0.11951719987812999,0.24346894376576997,0.51811809128439,0.08941814106738001,-0.1,1.0,0.32299999999999995,0.5106,0.677,0.0
Ishav_Manav,I have to be able to get a free agent and the rest of us are the,2019-05-29 02:34:00,0.00875939657041,0.04280019246026,0.39843462263822,0.50183474139446,0.04817104693665,0.45,0.7125,0.191,0.5106,0.809,0.0
